id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15966470,Cozy two-room apartment in Florence,103691796,Cozy,,Rifredi,43.78605,11.25552,Entire home/apt,55,2,5,2017-05-01,0.08,1,19,0,
15464016,Casa Niccolò Pontevecchio,99224881,Sandra,,Centro Storico,43.76765,11.25231,Entire home/apt,70,5,116,2022-05-22,1.73,1,257,10,
14909640,Room with private entrance & unique view,33094907,Laura Et Jerome,,Campo di Marte,43.80867,11.27589,Private room,50,3,39,2022-06-05,0.57,1,107,8,
15969166,Florence S.Croce. Bellissimo.Centrale con terrazzo,92917679,Samuele,,Centro Storico,43.76878,11.2646,Entire home/apt,90,2,2,2017-05-14,0.03,1,0,0,
14909780,Sweet Cherry Room,28050695,Alexandra,,Campo di Marte,43.7904,11.27018,Private room,27,2,100,2022-06-06,1.44,1,311,15,
15472347,Garden view apartment,6099104,Marco,,Centro Storico,43.77829,11.2566,Entire home/apt,84,2,2,2019-06-14,0.04,2,35,0,
15976127,San Lorenzo is a very silent delicious apartment facing the central market,16773278,Lorenzo,,Centro Storico,43.77651,11.25246,Entire home/apt,100,2,24,2022-06-08,0.36,3,273,4,
15472486,Apartment centrally located in Florence,6099104,Marco,,Centro Storico,43.77827,11.25869,Entire home/apt,79,2,3,2018-05-01,0.05,2,64,0,
14912569,Beautiful room in city centre - 5 min SMN station,30772042,Giovanni,,Centro Storico,43.77322,11.24613,Private room,39,2,226,2019-11-01,3.26,5,0,0,
15981025,Private DOUBLE ROOM  SINGLE USE kitc bath to share,67953719,Maria Novella,,Campo di Marte,43.78099,11.28141,Private room,20,28,10,2022-03-31,0.16,9,303,4,
14916405,Vale & Sabry - Apartment in Porta Romana,90801462,Valeriano,,Gavinana Galluzzo,43.74873,11.23473,Entire home/apt,72,2,173,2022-06-02,2.52,1,197,17,Regione Toscana CIR 048017LTN5529 - Polizia di Stato Servizio Alloggiati FI006069
15472854,Eclectic Apartment in the heart of Florence,17720989,Horia,,Centro Storico,43.76958,11.26078,Entire home/apt,95,3,418,2022-05-31,6.23,2,44,96,
15981260,TOUCHING WITH A FINGER THE BEAUTIFUL PONTE VECCHIO,12248934,Elisabetta,,Centro Storico,43.76953,11.25244,Private room,85,20,0,,,1,87,0,
15474213,Cozy Room in the heart of Florence,64192193,Emanuele&Elena,,Centro Storico,43.76678,11.25948,Private room,44,1,25,2017-07-12,0.36,3,0,0,
14921409,Luminoso appartamento in Firenze,21006452,Luca,,Campo di Marte,43.77338,11.29802,Entire home/apt,65,2,13,2022-06-05,0.19,1,204,5,
15985537,In the center of Florence!,103827275,Ilaria,,Centro Storico,43.77605,11.25374,Entire home/apt,98,3,5,2022-05-19,0.08,2,161,1,
14922229,Small garden in San Frediano near bars/restaurants,93791569,Niccolo,,Centro Storico,43.77085,11.24391,Entire home/apt,68,2,136,2022-05-25,1.95,11,207,9,
14922285,Feel Home - Warm flat a few steps from the Duomo,39180619,Filippo,,Centro Storico,43.77272,11.26465,Entire home/apt,46,4,9,2017-06-27,0.13,1,0,0,
15489332,Sophisticated Hillside Villa with Pool and Garden,40051227,Maria Paola,,Campo di Marte,43.78239,11.32038,Entire home/apt,540,5,6,2019-08-17,0.10,1,0,0,
16002664,Il piccolo benessere a Firenze,27892054,Gianna,,Rifredi,43.79086,11.22403,Entire home/apt,59,2,46,2022-06-05,1.10,1,238,14,
15501992,"Petit Studio Florence close to the Dome, self check in and flat sanitized",28144929,Monica,,Centro Storico,43.77443,11.25666,Entire home/apt,95,1,471,2022-06-10,7.10,2,230,83,048017ltn1366
14926744,Old Tower Ponte Vecchio Suite B,5700221,Federico,,Centro Storico,43.76989,11.25375,Entire home/apt,155,2,44,2022-06-08,0.63,47,98,7,
14948708,Giulietta Apartment,23904874,Edoardo E Michela,,Centro Storico,43.77653,11.26556,Entire home/apt,304,1,90,2022-05-27,1.29,154,251,13,
16010148,Alfani White 2b near the DUOMO,4156491,Apartments Florence,,Centro Storico,43.77589,11.25909,Entire home/apt,212,3,8,2018-07-22,0.14,127,0,0,
15504287,La Casa del Tango fuori Porta,4480144,Detto,,Centro Storico,43.76375,11.25407,Entire home/apt,95,2,25,2022-05-21,0.51,2,282,10,
16010584,Gelsomino Apartment,4156491,Apartments Florence,,Gavinana Galluzzo,43.75016,11.23747,Entire home/apt,221,3,0,,,127,0,0,
15504974,"Room with private bath, near Parco delle Cascine",74297427,Marco,,Isolotto Legnaia,43.77378,11.23304,Private room,57,1,248,2022-06-08,3.67,3,128,31,048017LTN0681
15518929,LOVELY APARTMENT VERY NEXT TO THE CENTER A/C WI-FI,73787747,Carlo Clelia,,Campo di Marte,43.76859,11.28597,Entire home/apt,150,720,0,,,2,364,0,
16200029,Fiammetta's house,105804212,Cristina,,Centro Storico,43.77034,11.25239,Entire home/apt,68,1,358,2022-06-08,5.41,1,173,68,
16010941,Moderno appartamento in stabile d'epoca vicino alla Basilica di Santa Croce,104102143,Silvia Antares,,Centro Storico,43.77031,11.26593,Entire home/apt,221,2,84,2022-06-03,1.25,1,240,17,
16226137,Gorgeous Apartment 1 Minute from the Duomo,27311311,Michele,,Centro Storico,43.77098,11.25661,Entire home/apt,189,1,236,2022-06-02,3.56,1,216,9,
15520677,Acanthus - bedsitter Firenze Santo Spirito,34527087,Lorenzo & Family,,Centro Storico,43.76522,11.24412,Entire home/apt,97,7,3,2022-05-30,3,2,50,3,
16015360,Cozy Florentine Home with beautiful garden,25189787,Bethsabe,,Campo di Marte,43.78135,11.27837,Entire home/apt,341,1,74,2022-05-27,1.12,1,137,18,
16235053,Luxury apartment - Dimore d'Oro App 2,129216,Cristina,,Centro Storico,43.76947,11.24256,Entire home/apt,243,3,30,2022-06-06,0.45,14,79,10,
16021419,La Gioiosa: mini appartamento nel cuore di Firenze,104201751,Aniko,,Campo di Marte,43.78266,11.26581,Private room,51,2,48,2019-10-01,0.73,1,225,0,
16237096,Boccaccio 54,86561919,Annalisa,,Campo di Marte,43.7895,11.27224,Entire home/apt,79,2,48,2022-05-01,0.72,4,108,5,
15538671,Quiet apartment with garden in centre of Florence,3543667,Tamara,,Centro Storico,43.76691,11.24474,Private room,450,2,2,2019-06-29,0.03,6,163,0,
15542448,"""Borgo"" Historic Center of Florence Wi-Fi a/c",98607844,Alessandro,,Centro Storico,43.77213,11.26201,Entire home/apt,99,2,25,2021-08-19,0.38,5,81,3,
16024367,Spazioso Appartamento di Design in Zona Santa Croce,55375126,Lorenzo,,Centro Storico,43.76767,11.25989,Entire home/apt,101,1,335,2022-06-09,4.96,1,249,72,
15558036,Ripa's cozy studio (Firenze sud),13810879,Chiara,,Gavinana Galluzzo,43.75705,11.29785,Entire home/apt,35,2,120,2021-08-06,1.81,2,0,3,
15577116,Sant'Ambrogio Flat-04 GoodOption for family&groups,59369712,Partner Professional Srl,,Centro Storico,43.76929,11.26893,Entire home/apt,294,1,20,2022-05-15,0.32,5,174,3,
16027789,Cozy room at Mercato Centrale,103827275,Ilaria,,Centro Storico,43.77689,11.25486,Private room,45,1,4,2022-05-29,0.10,2,175,3,
15578161,Secret garden in Santa Maria Novella,89277071,Lorenzo,,Centro Storico,43.77625,11.25196,Entire home/apt,358,1,63,2022-04-27,0.92,28,152,3,
16238133,L'Oltrarno,106142100,Raul,,Centro Storico,43.76605,11.24377,Entire home/apt,71,4,195,2022-05-27,3.10,1,110,35,
16044857,Cosy room in center - Stanza privata centralissima,104440621,Sara,,Centro Storico,43.77614956968258,11.254087668079057,Private room,41,1,107,2022-06-09,1.62,1,153,14,
16238901,Romantic Florence apartment above the roofs,2951711,Maria Luisa,,Centro Storico,43.76796,11.25011,Entire home/apt,75,2,256,2020-03-12,4.03,5,75,0,
15607283,"Supercomfort: 3+1 bdrms 4baths Duomo 0,14mi =230 m",21125219,Isabella,,Centro Storico,43.77138,11.25887,Entire home/apt,367,3,127,2022-05-21,2.02,1,220,17,048017LTN1449
16049133,Casetta verde,104130179,Alessandra&Valeriu,,Centro Storico,43.78933,11.23091,Entire home/apt,45,2,103,2020-01-03,1.59,1,0,0,3920389937
16248372,★ Piazza della Signoria - Jungle studio ★,53418050,Barbara,,Centro Storico,43.7697,11.25612,Entire home/apt,84,3,98,2022-06-07,1.56,1,112,44,
16250538,Little Sara's House,105673782,Beatrice,,Centro Storico,43.77667,11.25216,Entire home/apt,120,3,117,2020-02-23,1.76,1,11,0,
16049262,San Lorenzo Suite - Free WiFi,43864879,Lucia,,Centro Storico,43.77688,11.25239,Entire home/apt,120,5,92,2019-12-15,1.46,1,241,0,
15610363,Hippy Van in Florence !,6201702,Paolo,,Centro Storico,43.7711,11.2564,Private room,125,5,2,2017-05-07,0.03,2,364,0,
15630603,FLORENCE LOFT2,24108504,Andrea,,Centro Storico,43.77168,11.26231,Entire home/apt,100,3,4,2019-01-03,0.06,2,161,0,
16049661,Live in the heart of art !,104490239,Loredana,,Centro Storico,43.77962,11.25777,Entire home/apt,63,2,146,2021-10-29,2.20,1,0,20,
16255080,A contemporary love nest in the Historical center,106289037,Jacopo,,Centro Storico,43.77306,11.24861,Entire home/apt,192,2,9,2022-06-01,0.15,1,274,3,
16266974,The House of the Lion,28171337,Francesca,,Centro Storico,43.76551,11.24652,Entire home/apt,200,3,87,2022-06-02,1.31,2,272,16,
16058969,Lovely apartment in the centre of Florence!,47368508,Giulia,,Centro Storico,43.77642,11.25046,Entire home/apt,38,2,72,2019-11-25,1.09,1,0,0,
16270044,Sirtori 24,86561919,Annalisa,,Campo di Marte,43.78022,11.28824,Entire home/apt,73,2,55,2022-05-20,0.83,4,116,8,
16291509,"Delightful, Relaxing Apartment in the Heart of the City",4263546,Chiara,,Centro Storico,43.77787,11.25111,Entire home/apt,236,2,392,2022-06-10,5.92,20,57,81,048017LTN0633
15641190,Piazza Signoria SUITE,56250774,Laura,,Centro Storico,43.77022,11.255,Entire home/apt,140,2,8,2022-04-10,0.12,2,53,5,
15642942,"Piazza Signoria SUITE ""Pepper""",56250774,Laura,,Centro Storico,43.77021,11.25504,Entire home/apt,169,2,6,2022-05-16,0.09,2,53,3,
16064507,Francesca's House,68828929,Francesca,,Campo di Marte,43.76807,11.27633,Private room,30,3,13,2017-05-20,0.20,1,0,0,
15651926,Romantic suite in San Lorenzo,27431050,Gessica,,Centro Storico,43.77583,11.25246,Entire home/apt,86,3,181,2022-06-07,2.73,4,161,43,
16292163,Uffizi Classic 1BEDROOM,4156491,Apartments Florence,,Centro Storico,43.76804,11.25635,Entire home/apt,213,3,2,2018-01-03,0.03,127,0,0,
16066527,Little Nest,102600169,Niccolo',,Centro Storico,43.77883,11.25526,Entire home/apt,55,2,82,2022-06-01,1.24,1,43,7,
16294976,Riflessioni di primavera,105617860,Andre,,Campo di Marte,43.78494,11.27849,Private room,47,1,178,2022-06-03,2.68,3,230,40,
16067209,Holiday House 42,104665459,Paolo & Daniele,,Centro Storico,43.77257,11.26384,Entire home/apt,55,1,228,2020-10-19,3.44,2,102,0,
16296653,Cozy spacious 2 bedroom Apt in Via Gioberti's area,35365948,Teresa,,Campo di Marte,43.77106,11.27789,Entire home/apt,70,5,27,2021-08-14,0.41,3,32,3,
15661713,Confortevole appartamento a Firenze,101109307,Giusy,,Rifredi,43.79336,11.2205,Entire home/apt,49,1,47,2019-06-23,0.69,1,141,0,
16069613,Charming studio for two in the heart of Florence,104689334,Matej,,Centro Storico,43.77422,11.25365,Entire home/apt,54,1,75,2018-01-11,1.11,1,0,0,
15662721,"Panoramic, WiFi/lan 800Mb/sec (FTTH)",101123884,Enrico,,Campo di Marte,43.77255,11.29244,Entire home/apt,110,2,127,2022-05-21,1.94,1,277,16,
16079893,small double or single bedroom in Santa Croce,9137092,Silvia,,Centro Storico,43.77193,11.26603,Private room,40,3,21,2021-08-31,0.34,9,163,1,
16080957,Piazzetta de' Giuochi,104795614,Elisabetta,,Centro Storico,43.77131,11.25651,Entire home/apt,170,3,193,2022-06-07,2.99,1,155,37,
15667386,Oriuolo Elegance 2b near Piazza Duomo,4156491,Apartments Florence,,Centro Storico,43.77175,11.26195,Entire home/apt,257,3,6,2018-06-24,0.10,127,54,0,048017LTN3932
16763596,"Asso's Place, Luxury Apartment with stunning view",111266136,Piero,,Centro Storico,43.77134,11.25665,Entire home/apt,265,3,33,2022-04-27,0.53,1,47,5,
16775664,RENAISSANCE PANDOLFINI Resid. by Raffaello Sanzio,8099609,Roberto,,Centro Storico,43.78173,11.25834,Entire home/apt,350,7,4,2018-06-17,0.07,8,0,0,
16296865,"Quiet, close to center with homemade breakfast",29996722,Agostino,,Gavinana Galluzzo,43.75475,11.23748,Private room,119,1,87,2020-02-26,1.44,1,336,0,
16307959,Camelia Suite,106709840,Matilde,,Centro Storico,43.7693,11.26588,Entire home/apt,100,5,12,2022-05-14,0.18,1,215,1,
16309166,Casa Santa Croce,106716865,Raffaella,,Centro Storico,43.76897,11.26501,Entire home/apt,60,5,96,2021-08-30,1.45,1,243,5,
16090192,❤ HappyFlorence  Santa Croce Double Apartment ❤,2852226,Paola,,Centro Storico,43.77046,11.26297,Entire home/apt,117,2,3,2018-08-12,0.05,6,250,0,
16094555,I SLEEP B&B - Superior Double/Twin Room - Terrace,56103314,Clarissa,,Centro Storico,43.77666,11.24588,Private room,221,1,0,,,5,315,0,
16309375,Spada Apartment,5700221,Federico,,Centro Storico,43.77197,11.24972,Entire home/apt,100,7,28,2022-05-27,0.42,47,42,2,
16777710,Cosy & quiet room in the heart of Florence,111419427,Matteo & Andrea,,Centro Storico,43.76368,11.24496,Private room,31,3,7,2017-06-29,0.11,1,0,0,
16095103,Casa Rosai - Forte Belvedere,104912075,Fiona,,Centro Storico,43.75809,11.25138,Entire home/apt,240,2,0,,,1,80,0,
16778837,Terrace on the roof,129216,Cristina,,Centro Storico,43.76861,11.2463,Entire home/apt,150,3,51,2022-05-29,0.81,14,29,14,
16096250,I SLEEP B&B - Small Double Room,56103314,Clarissa,,Centro Storico,43.77509,11.24471,Private room,221,1,1,2017-07-01,0.02,5,302,0,
16792185,Cozy Friendly House at Bono's,18156290,Stefano,,Gavinana Galluzzo,43.749,11.23503,Private room,85,1,19,2022-06-05,0.30,1,171,4,
16318436,"Modern apartment in stunning location, riverfront",106793109,Massimo,,Centro Storico,43.76686,11.25279,Entire home/apt,250,3,61,2022-05-22,0.94,1,157,7,
16323552,Sweet little florentine house,24708257,Katty,,Centro Storico,43.76811,11.25983,Entire home/apt,81,4,36,2022-05-26,0.54,2,43,4,
16096271,Charming flat in Florence near Duomo,104920769,Maddalena,,Centro Storico,43.77654,11.26513,Entire home/apt,50,3,2,2017-04-03,0.03,1,17,0,
16335435,Florence historic city center,14626912,Massimo,,Centro Storico,43.772550494949165,11.263230579495174,Entire home/apt,90,2,3,2022-06-10,3,1,331,3,
16794324,10-15 min dalla stazione SMN Centro,111624564,Allison,,Rifredi,43.79474,11.20506,Private room,34,1,20,2018-06-23,0.31,1,0,0,
16800057,Florence monuments view,28082696,Caterina,,Centro Storico,43.77419,11.25185,Entire home/apt,182,5,6,2022-05-27,0.16,2,222,3,
16800148,"bright room, 12 min bus from the center",111690550,Lorenzo,,Gavinana Galluzzo,43.75874,11.28594,Private room,40,2,1,2017-02-20,0.02,1,0,0,
16107642,I SLEEP B&B - Superior Double Room with Terrace,56103314,Clarissa,,Centro Storico,43.77712,11.24469,Private room,221,1,0,,,5,297,0,
16801314,32 nero - Florence Apartment San Niccolò,38651812,Italy,,Centro Storico,43.76426,11.26209,Entire home/apt,602,2,126,2022-05-29,1.94,12,119,18,
16340760,appartamento per 9 persone,106989322,Stella,,Centro Storico,43.77398,11.24722,Entire home/apt,371,1,1,2017-06-18,0.02,1,193,0,
16107897,I SLEEP B&B - Basic Double/Twin Room,56103314,Clarissa,,Centro Storico,43.77719,11.24421,Private room,221,1,0,,,5,304,0,
16343537,"PRIVATE ""RED ROOM"" (4rooms guesthouse)",107010827,Dario,,Centro Storico,43.77932,11.24444,Private room,60,1,274,2020-03-09,4.13,3,130,0,
16802031,Glamour Suite Duomo central,6095246,Elisa,,Centro Storico,43.77391,11.25707,Entire home/apt,127,2,71,2020-02-21,1.10,2,276,0,
16807590,Fiamma,111765421,Maria Elena,,Centro Storico,43.77236,11.26042,Entire home/apt,121,2,60,2022-06-02,0.96,1,275,9,
16123264,"I VELLUTI di FIRENZE, elegant flat for 10 persons!",42972746,Sabrina,,Centro Storico,43.76708,11.24966,Entire home/apt,157,2,40,2019-09-22,0.60,3,256,0,
16809179,Charme & modern comfort Villa overlooking Florence,111777252,Nicco,,Campo di Marte,43.80995,11.26945,Entire home/apt,1200,3,10,2019-11-30,0.16,1,226,0,
16346406,"PRIVATE ""WHITE ROOM"" (4rooms guesthouse)",107010827,Dario,,Centro Storico,43.77933,11.24444,Private room,60,1,283,2020-03-13,4.27,3,130,0,
16127399,I Medici : Refined Apartment Nestled in the Historic Center,16773278,Lorenzo,,Centro Storico,43.77656,11.25251,Entire home/apt,98,2,46,2022-06-02,0.69,3,248,22,
16347395,"DOUBLE TWIN-BED ""BLACK ROOM"" (4rooms guesthouse)",107010827,Dario,,Centro Storico,43.77943,11.24455,Private room,60,1,276,2020-03-09,4.29,3,130,0,
16129262,Santa Croce Studio,105202233,Martina,,Centro Storico,43.76684,11.25942,Entire home/apt,109,2,289,2022-06-02,4.35,3,130,23,048017LTN6950
16372280,Pitti Modern Studio,3314526,Alessandro,,Centro Storico,43.76729,11.24857,Entire home/apt,91,2,4,2022-05-24,0.07,39,315,2,
16372876,Piazza Pitti 2 bedrooms,3314526,Alessandro,,Centro Storico,43.76636,11.24919,Entire home/apt,180,2,25,2019-01-02,0.38,39,315,0,
16819954,Charming view over Florence! ( Sanitized ),7213338,Francesco,,Centro Storico,43.7711,11.24844,Entire home/apt,112,1,84,2022-05-31,1.34,3,315,27,
16134396,Delizioso e curato terratetto,94018159,Manlio,,Campo di Marte,43.76743,11.27136,Entire home/apt,77,1,5,2022-04-19,0.08,2,116,1,
16821043,Designer's Choice in Piazza Repubblica - 1 Bedroom,65222778,Apartments_Florence,,Centro Storico,43.77102,11.25381,Entire home/apt,214,3,5,2019-08-21,0.09,39,0,0,048017LTN3793
16837365,Charming Old Convent with Terrace Palazzo Vecchio,107427712,Remo,,Centro Storico,43.76793,11.25902,Entire home/apt,385,4,6,2020-02-17,0.11,1,177,0,
16385585,Ponte Vecchio View,62074527,Camilla,,Centro Storico,43.76751,11.25326,Entire home/apt,109,2,280,2022-06-06,4.24,7,223,72,
16387283,"Santa Maria View, Elegant 1b at PONTE VECCHIO",4156491,Apartments Florence,,Centro Storico,43.76861,11.25364,Entire home/apt,248,3,5,2017-07-26,0.08,127,0,0,048017LTN4039
16387834,Signoria,98082123,Hds Srl,,Centro Storico,43.76845,11.25451,Entire home/apt,100,2,14,2020-01-01,0.21,1,0,0,
16391511,NEW!! Quiet bedroom at 2 steps from  the Duomo!!!,9814500,Jacopo,,Centro Storico,43.7764,11.25582,Private room,63,1,45,2022-06-04,0.96,1,55,16,
16141750,Cozy  apartment in Piazza Libertà,105324079,Caterina,,Campo di Marte,43.7814,11.2653,Entire home/apt,157,3,50,2022-05-22,0.75,1,45,1,
16143168,CAMERA ZONA COVERCIANO LUMINOSSIMA,33024779,Luca,,Campo di Marte,43.778,11.29277,Private room,39,2,1,2021-09-22,0.11,2,222,1,
16398802,San Niccolò Luxury 2 bedrooms,3314526,Alessandro,,Centro Storico,43.76367,11.25747,Entire home/apt,237,2,10,2019-10-12,0.15,39,315,0,
16399512,Accademia cozy apartment,89277071,Lorenzo,,Centro Storico,43.77723,11.25641,Entire home/apt,262,1,2,2022-03-28,0.03,28,7,1,
16842367,Santa Croce Studio,23904874,Edoardo E Michela,,Centro Storico,43.77133,11.26408,Entire home/apt,79,1,47,2022-05-14,0.77,154,174,2,
16143398,"The Sunny San Frediano Apartment Florence, Italy",46480790,Rosina,,Isolotto Legnaia,43.77194,11.23895,Entire home/apt,59,2,145,2019-10-31,2.28,1,0,0,
16159594,The lost paradise,105475670,Alice & Gianni,,Centro Storico,43.77572,11.25669,Entire home/apt,274,4,169,2022-06-06,2.51,2,198,23,
16865536,Charming apartment in the very heart of Florence!,107265946,Maria Teresa,,Centro Storico,43.77575,11.25256,Entire home/apt,70,2,101,2022-04-28,1.59,2,223,22,
16401276,Accademia cozy terrace,89277071,Lorenzo,,Centro Storico,43.77706,11.25645,Entire home/apt,277,1,8,2022-05-26,0.16,28,12,6,
16169709,Faenza Elegant Apartment,362247,Sid,,Centro Storico,43.77797,11.25102,Entire home/apt,167,2,155,2022-05-27,2.40,38,300,19,
16409957,River Arno Terrace,21724107,Giovanni,,Centro Storico,43.76733,11.26189,Entire home/apt,153,2,143,2022-05-20,2.17,2,189,29,
16170693,Orange Room -The Place for travelers in Florence,51323749,Silvia,,Centro Storico,43.77365,11.24787,Private room,70,1,254,2022-05-21,3.90,4,138,49,
16172893,CITY CENTRE AMAZING FLAT,23238653,Giacomo,,Centro Storico,43.77599,11.26446,Entire home/apt,80,2,180,2020-03-02,2.71,2,323,0,
16414364,Orti del Parnaso apt. in Florence,107259705,Livia,,Rifredi,43.79229,11.26086,Entire home/apt,39,3,23,2018-01-04,0.35,1,0,0,
16869407,La casa delle rose,92843821,Grazia,,Centro Storico,43.76299,11.23762,Entire home/apt,76,3,58,2022-05-20,0.90,1,261,4,
16176284,Bellaria Appartment,76402307,Paolo,,Gavinana Galluzzo,43.74994,11.24376,Entire home/apt,70,2,8,2019-06-19,0.12,1,192,0,
16877095,Borgo Stella Apartment,112506304,Claudia,,Centro Storico,43.763203,11.243236,Entire home/apt,297,2,82,2022-04-22,1.29,5,262,6,
16419239,Appartamento Paladima in Santa Croce,97152135,Rossana,,Centro Storico,43.7673,11.26002,Entire home/apt,250,2,53,2018-11-21,0.84,1,314,0,
16177601,Bed on the tree,105617860,Andre,,Campo di Marte,43.78258,11.27795,Private room,51,1,196,2022-06-08,2.93,3,144,40,
16425581,Appartamento Loft Piazza Dei Ciompi - Santa Croce,92915479,Giacomo,,Centro Storico,43.77158,11.26402,Entire home/apt,66,1,28,2022-06-04,0.57,1,59,14,
16431921,Santa Maria Suite 1b near the PONTE VECCHIO,4156491,Apartments Florence,,Centro Storico,43.76861,11.25364,Entire home/apt,241,3,0,,,127,0,0,048017LTN4038
16878794,Ghibellina 2 floors stylish loft,112235660,Manu,,Centro Storico,43.76909,11.2669,Entire home/apt,167,3,149,2022-05-03,2.36,1,90,13,
16187643,STYLISH ROOM WITH ROOFTOP TERRACE DUOMO VIEW!,46774818,Giulia,,Campo di Marte,43.79075,11.26836,Private room,86,1,109,2022-05-29,1.63,2,168,9,
16889508,Modern flat,112662579,Elisa,,Campo di Marte,43.77063,11.27844,Private room,45,1,55,2022-05-31,0.87,1,54,19,
16900474,"Camera con bagno, parcheggio, WI-FI & AC",53450648,Piero,,Centro Storico,43.78464,11.23422,Private room,46,1,24,2021-08-14,0.39,3,0,1,
16904509,Ponte Vecchio apartment with stunning view,4552823,Simona,,Centro Storico,43.76631,11.25214,Entire home/apt,110,3,84,2022-04-11,1.35,2,315,22,
16432012,Scented Flower Apartment,4190267,Francesca,,Centro Storico,43.77414,11.24467,Entire home/apt,115,3,1,2018-10-27,0.02,1,0,0,
16188826,La casa di Orsola,105714146,Orsola,,Centro Storico,43.78237,11.26054,Entire home/apt,108,1,17,2018-06-27,0.27,4,11,0,
16432695,La Perla della Signoria-1 min. to Palazzo Vecchio,107745177,Patrizia,,Centro Storico,43.76956,11.25695,Entire home/apt,147,3,84,2022-05-26,1.31,1,262,11,
16904550,Large and comfortable 10min from downtown,23541143,Riccardo,,Campo di Marte,43.77861,11.29332,Entire home/apt,63,5,38,2022-06-08,0.59,1,129,3,
17244584,TOSCA romantic cathedral apt,16862804,Francesca,,Centro Storico,43.7752,11.25854,Entire home/apt,155,1,341,2022-06-04,5.32,6,286,77,048017LTN1956
16905328,Mansarda a Firenze,112700312,Mirella,,Isolotto Legnaia,43.77675,11.20952,Entire home/apt,45,2,61,2022-06-06,0.97,1,134,18,
16434050,"Centrale, moderno, silenzioso, chill, no stress!",84873565,Licia,,Centro Storico,43.76127,11.24119,Private room,28,2,13,2017-06-25,0.20,1,71,0,
17244768,In corte privata tipica casa su tre piani con terrazza sul tetto zona San Marco,116197236,Roberta&Rossella,,Centro Storico,43.77896,11.25554,Entire home/apt,98,2,194,2022-06-10,3.20,1,247,39,
16438339,Shop at the San Lorenzo Market from a Creative Studio,22908615,Valerio,,Centro Storico,43.77781,11.25459,Entire home/apt,84,2,131,2022-05-31,2.05,4,154,10,
17246426,Barbi9 Loft,21357567,Ilia Dayuma,,Campo di Marte,43.787,11.26318,Entire home/apt,45,2,182,2021-08-29,2.90,1,2,6,
17247802,Old Bridge Attic The Heart of Florence,116223813,Alexandra,,Centro Storico,43.76854,11.2536,Entire home/apt,160,2,200,2022-06-06,3.19,1,225,28,
16906737,Boboli Garden quiet apartment Florence Jardins,112860924,Rocco,,Centro Storico,43.75883,11.24048,Entire home/apt,75,3,47,2019-08-16,0.75,1,161,0,
17250039,B&B mòsì -S4- LUXURY DORM FOR SOLO TRAVELERS,15763604,Simona,,Gavinana Galluzzo,43.76278,11.27216,Hotel room,98,2,41,2022-04-09,0.65,4,264,3,
16918405,Elegant Angel's  House in the heart of Florence,8883715,Barbara YAN,,Centro Storico,43.76816,11.23983,Entire home/apt,53,2,68,2022-06-07,1.06,1,91,4,
16919765,Central Florence King Room,112998992,Zein,,Centro Storico,43.77966,11.24444,Private room,50,1,91,2021-10-30,1.48,4,0,2,
16920800,Nice apartment in Florence,113007410,Tommaso,,Campo di Marte,43.78843,11.26913,Entire home/apt,43,3,0,,,1,0,0,
16444399,Love at first sight in Florence,43510523,Laura,,Centro Storico,43.77427,11.26265,Entire home/apt,84,3,135,2022-06-05,2.29,2,295,12,
16446736,Proconsolo Superior Suite,107870729,Marco,,Centro Storico,43.77137,11.25788,Entire home/apt,126,2,9,2022-05-09,0.16,1,89,8,
17259725,Riverside Apartment,5700221,Federico,,Centro Storico,43.76928,11.25294,Entire home/apt,207,2,108,2022-06-09,1.69,47,79,24,
16448225,COSY APARTMENT IN THE HISTORICAL CENTER,45827675,Tommaso,,Centro Storico,43.77081,11.24973,Entire home/apt,119,2,174,2022-05-29,2.65,5,294,14,
16929875,Modern Centre apartment Florence,67016789,Carlos,,Centro Storico,43.77194,11.26233,Entire home/apt,51,2,6,2017-06-05,0.10,1,0,0,
17262858,Orsanmichele Balcony; 2 Bedroom with views,65222778,Apartments_Florence,,Centro Storico,43.76973,11.25517,Entire home/apt,355,3,15,2018-11-04,0.24,39,28,0,048017LTN3795
16942977,TERRAZZA + MICHELANGELO APARTMENTS,9288345,Salvatore,,Centro Storico,43.76842,11.25765,Entire home/apt,311,2,5,2019-03-25,0.08,12,183,0,
16462268,Proconsolo Superior apartment,108005659,Marco,,Centro Storico,43.77035,11.25681,Entire home/apt,283,2,34,2022-05-11,0.52,1,47,16,
17267957,SANTA CROCE BRIGHT STUDIO,8854268,Marella,,Centro Storico,43.76935,11.26145,Entire home/apt,69,2,256,2022-06-06,4.02,4,57,46,
16489419,Attico centralissimo-Close to Duomo sleeps up to 4,9128224,Irma,,Centro Storico,43.77165,11.26231,Entire home/apt,120,3,51,2020-01-02,0.81,1,66,0,
16951130,Wonderful house with garden,113349416,Anna Rita,,Centro Storico,43.76768,11.24675,Entire home/apt,277,2,171,2022-06-01,2.72,1,34,29,
16953249,Charming Family Lodge With Private Garage(220x495),82485075,Matteo,,Campo di Marte,43.77801,11.271,Entire home/apt,271,3,130,2022-04-22,2.06,3,244,3,
