id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
85820,Salcio room in B&B La Martellina,470473,Claudio,,Campo di Marte,43.76632,11.34166,Private room,104,2,15,2021-08-16,0.16,4,294,1,
20078945,Casa Bonannia O,141678952,Summer In Italy,,Gavinana Galluzzo,43.72672,11.28301,Entire home/apt,195,90,0,,,3,0,0,
24469,Fortezza/City Centre Modern Apt 2+2,99178,Benedetta And Lorenzo,,Centro Storico,43.7821,11.24392,Entire home/apt,80,2,1,2019-09-27,0.03,4,275,0,
463942,BB Casa Schlatter Artist's Atelier. Room #3,2272298,Alessandra,,Campo di Marte,43.78144,11.28003,Private room,70,3,9,2022-05-21,0.09,4,259,2,
182984,"Central, quiet near the Old Bridge",877420,Filippo,,Centro Storico,43.76554,11.2586,Entire home/apt,110,6,12,2022-04-28,0.12,1,232,4,
189586,Florence Gioberti Suite.,914650,Thomas,,Campo di Marte,43.77069,11.27713,Entire home/apt,110,4,42,2022-04-29,0.37,2,232,8,
463966,Artist atelier-Florence center,2272298,Alessandra,,Campo di Marte,43.77976,11.2801,Entire home/apt,200,3,24,2022-06-06,0.23,4,259,9,
24470,Fortezza/City Centre Modern Apt 2+1,99178,Benedetta And Lorenzo,,Centro Storico,43.78202,11.24399,Entire home/apt,70,2,3,2019-04-21,0.02,4,130,0,
464111,Studio Florence historical center,2293087,Alessandro,,Centro Storico,43.77098,11.26275,Entire home/apt,54,4,134,2022-05-31,1.10,1,290,12,
24471,Fortezza/City Centre Modern Apt 4+2,99178,Benedetta And Lorenzo,,Centro Storico,43.78202,11.24399,Entire home/apt,135,2,0,,,4,130,0,
191323,LOFT PANDO S.CROCE FLORENCE CENTER,914650,Thomas,,Centro Storico,43.77178,11.26133,Entire home/apt,110,4,72,2019-06-30,0.56,2,146,0,
469515,"2 bedrooms, 2 bathrooms, in the heart of Florence",2329953,Giulia,,Centro Storico,43.77023,11.26429,Entire home/apt,130,2,210,2022-05-04,1.72,3,17,14,
24472,Fortezza/City Centre Modern Apt 4+2,99178,Benedetta And Lorenzo,,Centro Storico,43.78202,11.24399,Entire home/apt,121,2,2,2012-04-11,0.01,4,269,0,
471267,Quiet & Central Nest in Florence!,96905,Elisabetta And Claudia,,Centro Storico,43.78066,11.25774,Entire home/apt,73,3,101,2021-09-11,0.90,3,208,4,
26738,N4U Guest House Florence,113883,N4U Guest House,,Centro Storico,43.77017,11.25754,Private room,149,1,31,2019-07-03,0.22,2,291,0,
193675,romantic apt in San Frediano,939139,Monica,,Centro Storico,43.76778,11.24119,Entire home/apt,75,2,77,2022-05-11,0.59,1,275,16,
472854,Florence Flat with garden &  free parking,616226,Christina,,Centro Storico,43.76797,11.2673,Entire home/apt,240,3,163,2020-08-24,1.38,1,60,0,
197711,"Apartment in the Old Town of Florence,near Dome!",294068,Cheti,,Centro Storico,43.77249,11.26121,Entire home/apt,95,2,76,2022-06-05,1.04,1,205,17,
477975,Your  room in Florence!,2293772,Davide,,Centro Storico,43.76636,11.2484,Private room,35,15,234,2021-12-03,1.94,2,260,7,
201931,"LOVELY,GARDEN,3MINS TO CENTER VIATRAMVIA",988127,Sara,,Rifredi,43.78413,11.25303,Entire home/apt,164,1,55,2022-06-08,0.45,1,328,10,201931
31840,A Residenza Martin  Classic room,380378,Officina 360,,Centro Storico,43.77709,11.25216,Private room,201,1,121,2021-11-05,0.83,29,333,2,
32120,Welcome at Corte Verde in Florence,99235,Lucia,,Gavinana Galluzzo,43.76157,11.27741,Entire home/apt,75,1,19,2022-06-05,0.13,1,15,4,
479657,Central and cozy PALAZZO ALFANI,2272750,Francesca,,Centro Storico,43.77426,11.25699,Entire home/apt,193,2,13,2022-03-14,0.11,5,339,3,
32180,Charming Gem - Oltrarno City centre,13925330,Cesare,,Centro Storico,43.76832,11.24348,Entire home/apt,89,6,21,2021-11-01,0.14,2,190,1,
203083,Fabulous!,995502,Paola,,Centro Storico,43.77649,11.25401,Entire home/apt,194,3,193,2020-01-03,1.77,2,283,0,
485541,Independent studio near SantaMariaNovella Station,2403819,Francesco,,Centro Storico,43.78005,11.23944,Entire home/apt,52,2,294,2022-06-10,2.41,3,285,30,
205228,B&B FORTEZZA FIORENTINA DOUBLE ROOM,1008798,Massimo,,Centro Storico,43.77987,11.24381,Hotel room,77,2,10,2022-06-05,0.08,4,92,1,
32395,your room in florence,140170,Fabio,,Centro Storico,43.76268,11.24149,Hotel room,70,1,559,2022-06-06,3.87,5,246,47,06139100488
39115,Central Double Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,69,2,53,2022-04-11,0.37,10,285,4,
39165,Florence Central Double Private Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,85,2,15,2021-05-31,0.11,10,270,0,
488856,TRADITIONAL-Santo Spirito-WIFI+AIR CO.!,2418500,Cristina E Bettina,,Centro Storico,43.76591,11.24656,Entire home/apt,65,3,168,2019-06-27,1.39,1,3,0,
39822,Apartment Santa Monaca,154769,Matilde,,Centro Storico,43.76742,11.24378,Entire home/apt,75,4,25,2019-12-21,0.17,4,222,0,
206127,Relax in a quite terrance in the heart of Florence,1013874,Claudia&Francesco,,Centro Storico,43.77902,11.25281,Entire home/apt,86,2,202,2022-06-07,1.55,1,4,18,
209838,Bright Apartment on 2 levels,1034057,Tommaso&Eleonora,,Centro Storico,43.77318,11.24431,Entire home/apt,81,2,303,2022-06-09,2.39,2,301,21,
490904,Appartamento in Santo Spirito,2415507,Claudio,,Centro Storico,43.76461,11.245603,Entire home/apt,63,3,4,2021-08-26,0.03,1,49,2,
222527,"Quiet, Sunny apartment in Florence",804468,Mario,,Rifredi,43.82005,11.22004,Entire home/apt,42,2,284,2022-05-30,2.19,2,1,20,
42997,Pinzochere 2DX Studio,4156491,Apartments Florence,,Centro Storico,43.76944,11.26331,Entire home/apt,117,3,2,2016-08-15,0.02,127,14,0,048017LTN4061
491105,"ampia, luminosa e silenziosa stanza privata",2427585,Sara,,Campo di Marte,43.79273,11.27445,Private room,55,3,17,2022-05-21,0.35,3,317,3,
43365,Pinzochere 2SX by Santa Croce,4156491,Apartments Florence,,Centro Storico,43.76944,11.26331,Entire home/apt,151,3,1,2011-10-14,0.01,127,0,0,048017LTN4277
43369,Pinzochere Mansarda at SANTA CROCE,4156491,Apartments Florence,,Centro Storico,43.76944,11.26331,Entire home/apt,134,3,7,2018-09-22,0.07,127,0,0,048017LTN4271
224562,Stella apartment at the Duomo,1168814,Andrea,,Centro Storico,43.772,11.26142,Entire home/apt,90,3,87,2021-08-16,0.70,1,93,1,
491135,Wonderful Room with Duomo view,2427914,Donatella,,Centro Storico,43.77104,11.26042,Private room,60,2,386,2022-06-05,3.18,1,247,43,
224669,CORTE D'ARNOLFO AMBRA APARTMENT,1169561,Silverio,,Campo di Marte,43.76796,11.2714,Entire home/apt,65,2,26,2022-05-21,0.55,3,136,4,
44781,Stylish Terrace on Boboli Gardens,33210,Rocco,,Centro Storico,43.76418,11.24618,Entire home/apt,142,3,323,2022-06-08,2.28,1,208,38,
494454,NEW 1 bedroom flat in the center,369018,Guido,,Centro Storico,43.7656,11.24738,Entire home/apt,75,1,1,2017-01-02,0.02,2,284,0,
45606,MATTEO Apart. Florence Centre,202686,Tarcisio,,Isolotto Legnaia,43.7728,11.23746,Entire home/apt,65,4,411,2022-05-27,3.08,3,182,7,
227059,room in the middle of the central,1184498,Enrico,,Centro Storico,43.77022,11.2561,Private room,37,2,363,2022-05-23,3.16,2,15,69,
497538,Panoramic apartment in the center of Florence!,2456439,Andrea,,Centro Storico,43.7684,11.24701,Entire home/apt,80,3,54,2022-06-02,0.45,1,2,10,
230853,A Room with a View/Camera Con Vista,1206885,Mariam,,Campo di Marte,43.77388,11.2844,Private room,44,2,452,2022-06-08,3.71,1,279,44,prot. 296885 pratica 7649/2014/SUAP Firenze pratica telematica MRDMRM51H67Z224N-01122014-1431
46520,A Residenza Martin:  Superior room,380378,Officina 360,,Centro Storico,43.77699,11.25216,Private room,221,1,94,2022-05-12,0.66,29,332,6,
46523,A Residenza Martin:  Single room,380378,Officina 360,,Centro Storico,43.77704,11.25217,Private room,120,1,232,2022-05-28,1.64,29,297,32,
500709,MODERN NEW FLAT CLOSE TO CITY CENTER,2470519,Andrea,,Centro Storico,43.78455,11.23301,Entire home/apt,193,4,65,2022-06-03,0.53,2,262,4,
46524,A Residenza Martin:  Deluxe room,380378,Officina 360,,Centro Storico,43.777,11.25216,Private room,221,1,85,2022-06-07,0.63,29,318,18,
47498,Leonardo House,215302,Darko,,Centro Storico,43.77386,11.25028,Private room,77,1,503,2022-05-30,3.53,3,269,19,
238351,In Centre of Florence! A/c and wifi,866134,Enrica,,Centro Storico,43.76914,11.24193,Entire home/apt,70,7,47,2021-12-21,0.38,1,226,3,
501537,Breath-taking City View Gorgeous Apt with Elevator,1519484,Paola,,Centro Storico,43.77398,11.2451,Entire home/apt,108,5,32,2022-05-15,0.30,1,255,3,048017LTN5719
240985,Room & private b with splendid view,681999,Cristina,,Centro Storico,43.77701,11.25421,Private room,54,3,364,2022-06-07,2.81,1,25,29,
48372,Central Single Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,55,2,6,2022-02-06,0.05,10,290,2,
503147,B&B FORTEZZA FIORENTINA SINGLE ROOM,1008798,Massimo,,Centro Storico,43.77937,11.24602,Hotel room,51,2,9,2022-06-08,0.09,4,315,1,
504372,Apartment with Private Garden,2383090,Maia,,Centro Storico,43.76385,11.23997,Entire home/apt,78,3,38,2022-05-21,0.33,1,225,7,
52543,FILIPPO Apartm. FLORENCE CENTER,202686,Tarcisio,,Isolotto Legnaia,43.77175,11.2364,Entire home/apt,70,4,192,2021-11-01,1.42,3,18,1,
52545,LETIZIA FLORENCE CENTER Apartm.,202686,Tarcisio,,Isolotto Legnaia,43.77164,11.23819,Entire home/apt,75,5,205,2022-05-27,1.59,3,260,3,
57542,love Florence?love Florentin house,274074,Elly,,Centro Storico,43.77236,11.24787,Entire home/apt,100,3,112,2022-05-25,0.82,13,333,9,
244610,CENTRAL STUDIO best  location,1269265,Lorenzo,,Centro Storico,43.77109,11.25798,Entire home/apt,64,2,12,2019-06-16,0.10,3,0,0,
248623,"TIG ""The ancient Fiesolana"" - Sun Light & Silence",1302596,Rita,,Centro Storico,43.7723,11.2616,Entire home/apt,96,2,80,2022-05-16,0.65,1,231,2,048017LTN3181
505141,Art appartment Santo Spirito Matteo,1645859,David,,Centro Storico,43.76619,11.24702,Entire home/apt,94,2,411,2022-06-05,3.39,29,282,15,
508993,Pergola 2b VIEW OF DUOMO,4156491,Apartments Florence,,Centro Storico,43.7751,11.26302,Entire home/apt,301,3,9,2018-06-18,0.07,127,322,0,048017LTN3739
250470,"AL PARCO DELLA MUSICA,Wi-Fi,parking",1312791,Massimo,,Centro Storico,43.78118,11.23266,Entire home/apt,85,3,116,2022-06-05,0.95,1,271,24,
57644,Terrazzino Apartment,274758,Francesco,,Centro Storico,43.77713,11.26182,Entire home/apt,106,3,79,2022-04-30,0.60,5,186,10,
57767,Toscanella Apartment,274758,Francesco,,Centro Storico,43.76728,11.25066,Entire home/apt,184,2,81,2022-05-17,0.62,5,255,3,
514363,"Loft in P.zza Santa Croce, Firenze",2533502,Claudio,,Centro Storico,43.77012,11.26274,Entire home/apt,70,90,12,2015-08-22,0.13,2,345,0,
57859,Giotto Central Florence apartment with Terrace,274074,Elly,,Centro Storico,43.77613,11.25492,Entire home/apt,109,3,162,2022-06-02,1.21,13,325,13,
251811,Ellen house soul space in the city,274074,Elly,,Centro Storico,43.7733,11.24754,Entire home/apt,157,3,158,2022-05-21,1.24,13,305,6,
521618,Firenze★ Oltrarno-Pitti palace area,2428104,Elena,,Centro Storico,43.76578,11.24858,Entire home/apt,100,3,107,2017-10-09,0.93,1,151,0,
523048,MARIA - Apartment facing large terrace,2377476,Clara E Carlo,,Centro Storico,43.75932,11.24215,Entire home/apt,143,2,0,,,12,314,0,
255154,Serena's Charming 2 Bedroom Apt,1340797,Bitte,,Campo di Marte,43.76814,11.28079,Entire home/apt,81,2,190,2022-06-05,1.73,2,294,10,
60838,Home Sweet Home away from home 753 Square Feet,293716,Paolo,,Centro Storico,43.77263,11.26316,Entire home/apt,95,3,88,2022-04-28,0.65,1,153,5,
64023,Loft style historical Central,96905,Elisabetta And Claudia,,Centro Storico,43.77089,11.25966,Entire home/apt,70,3,161,2022-05-09,1.20,3,159,9,
523095,STUDIOLO - Charming Studio in a 1860' Villa,2377476,Clara E Carlo,,Centro Storico,43.75865,11.2429,Entire home/apt,65,3,2,2017-10-29,0.03,12,332,0,
523221,TAVERNETTA - Apartment in quiet residential area,2377476,Clara E Carlo,,Gavinana Galluzzo,43.73593,11.24707,Entire home/apt,75,30,0,,,12,219,0,
66045,ARTISTI bright and comfortable apartment,323151,Mauro,,Campo di Marte,43.78262,11.26856,Entire home/apt,70,3,96,2018-04-30,0.69,4,71,0,
261285,"loft CONTIRENT centrale, A/C wifi",1369058,Lorenzo,,Gavinana Galluzzo,43.76101,11.27991,Entire home/apt,84,3,306,2022-05-14,2.52,11,357,25,
523361,A small apartment in San Zanobi ...,2510554,Francesco,,Centro Storico,43.7812,11.25543,Entire home/apt,75,3,119,2016-10-27,0.98,1,42,0,
524676,"Studio Flat Ponte Vecchio, WiFi-AC",2579641,Guglielmo,,Centro Storico,43.7678,11.25149,Entire home/apt,84,2,316,2022-06-05,2.61,3,307,38,
261609,Affittacamere Benedetta Doppia,1372403,Donatella,,Centro Storico,43.77455,11.23997,Private room,83,2,9,2019-09-27,0.07,3,34,0,
264971,A CASA MIA,1390015,Antonella,,Campo di Marte,43.76999,11.30511,Private room,200,30,80,2015-10-07,0.63,1,365,0,
66353,AGNOLO gorgeous and colorful flat,323151,Mauro,,Centro Storico,43.77055,11.26723,Entire home/apt,120,3,23,2020-01-01,0.17,4,342,0,
66598,Santa Croce wonderful and cozy apartment,323151,Mauro,,Centro Storico,43.76787,11.26324,Entire home/apt,120,3,131,2022-04-18,0.98,4,26,1,
526143,"Florence downtown, double bed",2586470,Claudio,,Centro Storico,43.77441,11.24667,Private room,50,15,54,2022-05-03,0.45,1,199,5,
66903,apartment in the center of Florence,328936,Stefano,,Centro Storico,43.77591,11.25846,Entire home/apt,84,3,9,2019-04-14,0.07,1,288,0,
270205,Borgo Pinti  in center of Florence,1414775,Fernando,,Centro Storico,43.77299,11.26279,Entire home/apt,66,4,173,2022-06-09,1.40,2,254,9,048017LTN1842
271153,Cozy Florence studio with WIFI,264805,Luca And Friends,,Campo di Marte,43.78202,11.32323,Entire home/apt,39,2,302,2022-06-08,2.38,1,332,40,
527603,Open-space Central Florence DOME,2583814,Elena,,Centro Storico,43.77079,11.25723,Entire home/apt,80,7,66,2019-12-05,0.55,2,253,0,
273691,"The smallest hostel of Florence, Nemoland",725879,Nadja Maria,,Centro Storico,43.77531,11.25456,Private room,143,1,685,2022-06-06,5.38,14,302,66,
67725,Central Triple Private Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,99,2,6,2022-05-31,0.06,10,294,3,
68273,Regal Apartment in 16th Century Florentine Palazzo,338220,Allegra,,Centro Storico,43.77931,11.25805,Entire home/apt,124,3,40,2021-09-20,0.29,1,30,5,
68530,Lovely Flat in Old Town Florence,340421,Franco,,Centro Storico,43.77597,11.25035,Entire home/apt,110,3,93,2022-06-09,0.69,1,237,27,
531876,Loft Apartment in Historic Central Florence,1871340,Stefano,,Centro Storico,43.76792,11.24975,Entire home/apt,100,5,115,2022-05-30,0.96,1,39,10,
70885,Central Double Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,68,2,25,2022-05-26,0.19,10,281,5,
71605,Florence Central Double Private Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,85,2,19,2022-02-27,0.14,10,285,4,
279009,Florence Studio Flat with Terrace,45991,Elena,,Centro Storico,43.77326,11.24596,Entire home/apt,79,2,259,2022-06-08,2.18,1,316,19,
279656,San nicolino house the quite street,274074,Elly,,Centro Storico,43.764389,11.261067,Entire home/apt,130,3,40,2022-05-26,0.32,13,279,6,
531903,LOFT S. DAMIANO - Large Studio in residential area,2377476,Clara E Carlo,,Gavinana Galluzzo,43.75237,11.23798,Entire home/apt,80,30,0,,,12,165,0,
540731,Spectacular private terrace Duomo,2658126,Giulio,,Centro Storico,43.77318,11.25748,Entire home/apt,204,2,479,2022-05-31,4.06,1,112,59,
281491,Dome View Apartment in Florence,1468173,Roberto,,Centro Storico,43.77453,11.25684,Entire home/apt,85,2,48,2019-10-14,0.39,5,47,0,
282294,Loft DAVID mq.30 in Florence,1468173,Roberto,,Centro Storico,43.77438,11.2567,Entire home/apt,70,3,7,2018-09-22,0.06,5,0,0,
282604,DANTE Apartment mq.85,1468173,Roberto,,Centro Storico,43.77438,11.2567,Entire home/apt,120,2,36,2019-10-27,0.29,5,0,0,
73345,Luxury Apartment near Duomo - Fiber Wİ-Fİ,382561,Ati,,Centro Storico,43.76971,11.2518,Entire home/apt,145,3,114,2022-06-03,1.54,2,130,27,
73739,Your apartment in the Heart of City,385786,Dante,,Isolotto Legnaia,43.76988,11.23978,Entire home/apt,89,3,39,2022-06-03,0.29,1,254,4,
74682,Large Studio in Ognissanti Palace,386165,Gian,,Centro Storico,43.77243,11.24519,Entire home/apt,66,1,894,2022-05-27,6.58,1,255,85,
545728,Dimora Dionisio B&B - Triple Room,2682761,Francesco,,Centro Storico,43.77273,11.2434,Private room,100,1,351,2022-04-25,2.91,2,7,14,
77570,Duomo Flat Amazing view in Florence,416144,Massimiliano,,Centro Storico,43.77272,11.25914,Entire home/apt,179,2,580,2022-06-08,5.06,1,201,74,
296113,Studio Flat in the Historic Center,1527944,Giovanni,,Centro Storico,43.7681,11.2564,Entire home/apt,316,2,203,2022-06-09,1.66,5,228,2,
547531,B&B LORENZO DE'MEDICI DREAM'S ROOM FLORENCE CENTER,2690055,Carmine,,Centro Storico,43.77604,11.25313,Private room,50,1,262,2020-02-02,2.17,8,0,0,
297891,Studio P.zza del Carmine2 S.Spirito,154769,Matilde,,Centro Storico,43.7689,11.24409,Entire home/apt,60,4,25,2020-01-01,0.20,4,232,0,
80692,Alfani Suite by GALLERIA ACCADEMIA,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,161,3,3,2017-05-21,0.03,127,0,0,048017LTN3740
550130,Apt Niccolo' a Ponte Vecchio-Heart of Florence,2703692,Riccardo,,Centro Storico,43.76944,11.25912,Entire home/apt,56,1,37,2022-03-16,0.31,6,240,3,
80693,Alfani Terrace 2b near the Duomo,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,382,3,10,2019-08-11,0.12,127,36,0,048017LTN3741
80694,Alfani 2b VIEW OF DUOMO,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,269,3,22,2022-05-28,0.16,127,18,1,048017LTN3742
316854,Beautiful appartment in XV Villa on Via degli Dei,1626964,Federica,,Campo di Marte,43.79101,11.29321,Entire home/apt,73,3,120,2022-03-08,1.01,3,120,13,
552838,bandinelli flat - florence city close to center,2712079,Claudio,,Isolotto Legnaia,43.77412,11.22964,Entire home/apt,24,90,54,2022-02-06,0.46,1,225,2,
81897,"OYSTER: lovely for 2, QUIET, by the DUOMO",434231,Magda,,Centro Storico,43.77488,11.25966,Entire home/apt,146,3,1,2019-09-16,0.03,3,161,0,
556164,Marignolle relais & charme Florence,2735154,Lorenzo,,Gavinana Galluzzo,43.74434,11.21535,Hotel room,478,1,1,2017-10-01,0.02,5,352,0,
82478,"MASSIMO: A CHARMING  LOFT for TWO, BY THE DUOMO",434231,Magda,,Centro Storico,43.77551,11.25912,Entire home/apt,146,3,5,2022-01-14,0.07,3,230,1,
316984,Florence Centrally Located Loft,167739,Lorenzo,,Centro Storico,43.77525,11.25259,Entire home/apt,115,2,23,2022-03-19,0.20,10,283,4,
321323,Art Apartment San Felice,1645859,David,,Gavinana Galluzzo,43.75257,11.24481,Entire home/apt,55,2,204,2021-08-17,1.66,29,0,1,
559019,Living in the heart of Florence,2748346,Sophie,,Centro Storico,43.76601,11.24161,Entire home/apt,90,2,22,2019-07-22,0.19,1,294,0,
82626,Florence Central Twin Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,63,2,17,2017-04-17,0.13,10,289,0,
559330,Apt Riccardo 100m from PonteVecchio-Uffizi gallery,2703692,Riccardo,,Centro Storico,43.76921,11.25922,Entire home/apt,86,1,123,2022-04-14,1.04,6,299,3,
567086,Apt David 100m from Ponte Vecchio-Uffizi Gallery,2703692,Riccardo,,Centro Storico,43.76887,11.25772,Entire home/apt,96,1,99,2022-05-13,0.84,6,241,6,
83045,Classy & big penthouse + cooking,405852,Michele,,Centro Storico,43.76807,11.25997,Entire home/apt,320,3,192,2022-05-01,1.60,1,200,12,
84726,Boboli Garden S. Spirito Center,154769,Matilde,,Centro Storico,43.76207,11.24275,Entire home/apt,69,4,98,2020-01-02,0.72,4,194,0,
567087,Apt Iris 100m from Ponte Vecchio-Uffizi Gallery,2703692,Riccardo,,Centro Storico,43.76934,11.25833,Entire home/apt,97,1,58,2022-04-21,0.53,6,309,3,
84829,APT. with terrace at the Cathedral,463865,Alessandro,,Centro Storico,43.77358,11.25723,Entire home/apt,126,4,97,2022-05-25,0.72,1,235,16,
574603,Silent Oltrarno,2827261,Maurizio,,Centro Storico,43.76781,11.24412,Entire home/apt,84,3,488,2022-05-05,4.04,1,190,48,
87404,Hotel Il Bargellino highest ratings,478796,Giuseppe,,Centro Storico,43.77892,11.25135,Private room,147,3,30,2022-05-24,0.23,3,290,15,
323655,San Niccolò alle mura di Forte Belvedere,1650543,Sandra,,Centro Storico,43.76424,11.26129,Entire home/apt,80,3,75,2020-01-07,0.61,1,0,0,Il Codice Identificativo Regionale (C.I.R) in base all’ articolo 70 della legge regionale 86 del 2016 è: 048017LTN5810.
577350,Duomo Great Room Private Bathroom,2839378,Claudio,,Centro Storico,43.77523,11.25625,Private room,36,2,475,2022-06-03,4.01,1,269,60,
89856,Acacia Firenze - PRIMULA,488317,Diana,,Centro Storico,43.76801,11.26212,Entire home/apt,186,2,117,2022-05-24,0.96,31,265,25,048017LTN3278
90557,Magic Florence,490856,Maya,,Campo di Marte,43.77017,11.27702,Entire home/apt,80,1,50,2022-06-07,0.51,1,169,7,
579838,⭐️Happy Florence Santa Croce 1⭐️,2852226,Paola,,Centro Storico,43.7704,11.26296,Entire home/apt,60,2,360,2022-06-03,2.99,6,99,33,
94913,Central room with private bathroom,506219,Elisabetta E Giovanni,,Centro Storico,43.76971,11.24542,Private room,39,2,379,2022-06-05,2.83,2,210,41,
95222,HARMONY and HOSPITALITY - B & B,507281,Fiorella,,Rifredi,43.79248,11.22024,Private room,100,2,2,2017-04-06,0.02,2,223,0,
332488,Luxury Apartment near Duomo WiFi,1286344,Mario,,Centro Storico,43.77977,11.257221,Entire home/apt,280,7,15,2022-05-30,0.15,2,316,3,
581936,Two-room apartm. near the Cathedral,2865554,Annarita,,Centro Storico,43.78021,11.25894,Entire home/apt,70,2,34,2021-08-12,0.29,1,0,1,
336259,Oro 2 bdr with Terrace on Ponte Vecchio,1702993,Marusca,,Centro Storico,43.7686,11.25324,Entire home/apt,150,3,102,2022-06-01,0.85,5,284,1,
336260,"Terrace Ponte Vecchio, amazing view!!",1702993,Marusca,,Centro Storico,43.76752,11.25266,Entire home/apt,175,3,104,2022-05-31,0.84,5,147,13,
96355,B&B heart of Florence- Uffizi,511621,Elona,,Centro Storico,43.76889,11.25636,Hotel room,414,1,122,2020-01-24,0.91,2,351,0,
584756,A place to stay,2793193,Gianpaolo,,Centro Storico,43.76356,11.24366,Entire home/apt,200,5,132,2022-05-30,1.10,1,357,2,
99764,Michelangelo Guesthouse,525133,Niccolò,,Gavinana Galluzzo,43.76366,11.27202,Private room,129,2,0,,,1,360,0,
587379,"Campo di Marte:  fitness, green..!!",2896639,Cristy,,Campo di Marte,43.77758,11.28696,Entire home/apt,72,7,193,2022-05-14,1.78,1,254,2,
103905,Pandolfini 1b close to Duomo,4156491,Apartments Florence,,Centro Storico,43.77089,11.2606,Entire home/apt,120,3,3,2016-06-19,0.02,127,0,0,
338683,The Hayloft at “ La Federiga”,1720289,Isabella,,Isolotto Legnaia,43.77016,11.21141,Entire home/apt,60,3,19,2019-11-03,0.17,1,161,0,
339138,Charming singleroom XIX century apt,1091803,Giuseppe,,Campo di Marte,43.77893,11.26936,Private room,52,4,21,2021-11-02,0.17,1,0,1,
588021,Art Flat Florence,2900771,Stefano,,Centro Storico,43.77168,11.25272,Private room,128,1,580,2022-06-08,4.89,1,340,21,
341907,Nice Quiet in the Heart of Florence,1734679,Susanna + Sandro,,Centro Storico,43.76957,11.26455,Entire home/apt,79,2,230,2020-01-23,1.84,1,0,0,
105652,Quiet haven in San Lorenzo area,5033794,Artan,,Centro Storico,43.77598,11.2548,Entire home/apt,156,60,412,2020-02-28,3.05,5,0,0,
106407,Ghibellina 4B by MICHELANGELO'S HOUSE,4156491,Apartments Florence,,Centro Storico,43.76977,11.26376,Entire home/apt,359,3,36,2020-08-04,0.28,127,261,0,048017LTN4274
591218,ISOLOTTO'S HOUSE,2917596,Daniele,,Isolotto Legnaia,43.77607,11.21127,Entire home/apt,48,2,24,2022-06-05,0.20,1,290,1,
109302,Camera in centro a Firenze,564660,Manuela,,Centro Storico,43.77082,11.25711,Private room,65,2,104,2022-06-06,0.78,1,241,5,
343773,"Affascinante loft con patio, sospeso tra storia e modernità.
""Little Patio""",1744286,Chiara,,Centro Storico,43.77427,11.26205,Entire home/apt,113,2,386,2022-06-03,3.20,1,208,45,
596936,Luxury Loft near Ponte Vecchio,2951711,Maria Luisa,,Centro Storico,43.76557,11.24906,Entire home/apt,160,2,354,2020-02-26,3.26,5,0,0,
345815,Apartment with garden and view,1753956,Tommaso,,Campo di Marte,43.81893,11.28034,Entire home/apt,150,3,1,2016-06-11,0.01,1,0,0,
122324,"Villa with great view over Florence, pool, Wi-Fi",613199,Lorenzo,,Campo di Marte,43.80924,11.27349,Entire home/apt,603,4,22,2022-04-22,0.18,2,240,4,048017LTN4431
128095,Station-Center Sun room-TreGigliBB,633736,Fernanda,,Centro Storico,43.77412,11.24568,Private room,70,2,149,2019-10-17,1.21,2,263,0,
601613,Lungarno Garden,1280806,Maria Cristina,,Centro Storico,43.77144,11.24656,Entire home/apt,220,30,5,2018-06-30,0.06,17,283,0,
128907,Il Podesta Apartment in Florence,636702,Massimiliano Lepri,,Gavinana Galluzzo,43.74913,11.23474,Entire home/apt,60,2,178,2020-01-03,1.35,1,247,0,
346237,Uva appartement,1755313,Simone,,Campo di Marte,43.77133,11.31963,Entire home/apt,172,4,17,2021-09-20,0.27,5,246,5,
607143,Elegant Apartment F- Santa Maria Novella,325913840,Margherita,,Centro Storico,43.77947,11.25214,Entire home/apt,159,1,237,2022-01-03,2.00,14,93,17,048017LTN2421
346238,Appartamento Arance,1755313,Simone,,Campo di Marte,43.77119,11.31819,Entire home/apt,148,4,21,2021-08-31,0.29,5,229,2,
346239,Appartamento Fichi,1755313,Simone,,Campo di Marte,43.77149,11.31847,Entire home/apt,145,4,27,2021-09-24,0.32,5,246,4,
129927,Studio Ricasoli overlooking Duomo,640338,Bettina,,Centro Storico,43.77472,11.25594,Entire home/apt,92,3,96,2021-11-01,0.73,1,157,6,
610985,Centre Florence  beautiful 1500 apartment,3029201,Cristina,,Centro Storico,43.77911,11.26376,Entire home/apt,139,3,176,2022-06-04,1.49,1,330,11,
